Rachel,No....
Chandler,Rent?
Rachel,Yes! Rent!
Chandler,"Okay, so when do you want to go?"
Rachel,"What? Oh, I'm sorry, I can't, I'm busy."
Joey,"Hey. Man, it is so hard to shop for girls."
Chandler,"Yes, it is, at Office Max."
Rachel,What did you get her?
Chandler,A pen.
Joey,It's two gifts in one. It's a pen that's also a clock! Huh?
Chandler,Huh-huh! You can't give her that.
Joey,Why not?
Chandler,Because she's not eleven! And it's not the seventh night of Hanukkah!
Rachel,"Okay, honey, what he means by that, is ...while this is a very nice gift, maybe it's just not something a boyfriend gives?"
Joey,"Sure it is! She needs a pen for work, she's writing, she turns it over.... ""Whoa! It's time for my date with Joey!"""
Chandler,"All right, look, look. What did... what did you get for Angela Delveccio for her birthday?"
Joey,She didn't have a birthday while we were going out.
Chandler,For three years?
Joey,"Look, it's too late, and I got an audition. I can't shop anymore! I..."
Chandler,"All right. I will go out and I will try to find something for her, okay?"
Joey,"Thanks, man. And oh, while you're at it, could you get her a card?"
Chandler,Would you like me to write her a little poem as well?
Joey,Or... just get a card that has a poem already in it.
Phoebe,"But Mon, you have to get our money!"
Monica,"Oh, Phoebe, she couldn't stop crying! With those thick glasses, her tears looked giant."
Phoebe,"I know, it's tough. You know what the first thing I did after my mother's funeral was?"
Monica,What?
Phoebe,"Pay the caterer! Look, I've had a lot of jobs, okay, and there are some people who just always try to get out of paying. It's either, you know, ""that massage wasn't long enough, or, ""I don't recognize any of those songs,"" or, you know, ""these sombreros aren't big enough. Bad little white girl!"""
Monica,Okay. So what do you.... you think she's faking?
Phoebe,"Well, it seems like there weren't any tears 'til you showed her the bill."
Monica,"Phoebe, she sounded pretty upset to me."
Mrs. Burkart,"You're a grand ol' flag, you're a high-flying flag, and forever in peace may you wave...."
Phoebe,She seems fine now.
Mrs. Burkart,...emblem of the land I love. The home of....
Joey,"So, you just left? Her place was really that bad?"
Ross,You know how you throw your jacket on a chair at the end of the day?
Joey,Yeah.
Ross,"Well, like that, only instead of a chair, it's a pile of garbage. And instead of a jacket, it's a pile of garbage. And instead of the end of the day, it's the end of time, and garbage is all that has survived!  Here."
Joey,"Wow. Thanks. So, uh, what happened?"
Ross,What do you mean? Nothing happened! I had to get out of there.
Joey,"All right, so... next time, you take her to your place."
Ross,"No, I tried that. She says it has a weird smell."
Joey,What kind of smell?
Ross,I don't know. Soap?
Joey,"All right, listen, Ross... you like this girl, right?"
Ross,Yeah.
Joey,"You wanna see her again, right?"
Ross,Yeah.
Joey,So you're gonna have to do it in the mess!
Ross,"Yeah, okay you're right."
Joey,Yeah.
Ross,"I mean, uh, who... who cares about a little sloppiness?"
Joey,Yeah!
Ross,"It's, uh... it's endearing, really."
Joey,All right! Now you go get that beautiful pig!  Oink!
Chandler,"Okay, all right. I just spent the entire afternoon looking for a present for Kathy that would be better than the rabbit."
Rachel,Any luck?
Chandler,"Oh, yeah. Yeah, I found this great place called ""Invisible things for Kathy.""  Can you give me a hand with all this stuff?"
Rachel,"All right, look. Why don't you just return the book, let Joey give her the clock pen, and you give her something worse than that. Like... a regular pen."
Chandler,"She's really going to love this, you know? The bottom line is I want her to have it, even if I don't get to be the one who gives it to her."
Rachel,"Aw, honey, that's so sweet."
Chandler,Yeah? You don't think it's just pathetic?
Rachel,Oh! Pathetic!
Joey,Hey! I'm meeting Kathy in ten minutes! I've been looking all over for you!
Chandler,Where?
Joey,"Our place, the hall! I..."
Chandler,I got something for her.  It's a book!
Joey,A book?  Is it like a book that's also a safe?
Chandler,"No, it's a book that's just a book, okay? It's an early edition of the Velveteen Rabbit. It was her favorite book as a kid. So, uh, just... let me know if she likes it, okay?"
Joey,"You got it. Thanks man. Thanks for doing this, I owe you one.  Oh, hey! There wasn't any change from that twenty, was there?"
Chandler,"No, it came out to an even twenty."
Joey,Wow. That's almost as much as a new book.
Mrs. Burkart,"Jeepers, creepers, where'd you get those peepers? Jeepers, creepers, where'd you get those eyes?"
Phoebe,"You didn't get the money, did you?"
Monica,"Maybe I can try at intermission? Phoebe, come on... you know what? Let's just go!"
Phoebe,"No! Hey, we're not leaving until we get paid! I don't know who she thinks she is! Enough is enough!  Hey, widow?"
Mrs. Burkart,Come on along and listen to...
Phoebe,"Okay, Widow!"
Mrs. Burkart,...the lullabye of...
Phoebe,"Excuse me. Excuse me!  Thanks. Um, clearly this is a very, very hard time for you. Um, but, um, we provided a service, and we deserve to be paid because you ate that service, and, um, we are not leaving here until we're paid every penny. 'Cause you know what, lady? We're part time caterers, and we have no place else to go."
Mrs. Burkart,All right. I'll get my bag.
Phoebe,Good.
Monica,I'm gonna leave some cards here. Please think of us for you next event.
Cheryl,So you want to come inside?
Ross,Yes. Yes I do.
Cheryl,I'll be right back. Make yourself comfortable.
Cheryl,Guess who?
Ross,Department of Sanitation?
Cheryl,It's me!
Ross,Oh!  Ah.  Aw!
Cheryl,What?
Ross,"Ah, Cheryl!"
Cheryl,"Oh, Ross!"
Cheryl,Wait! No! No! It's my hamster! It's Mitzi!
Ross,"Oh my god! I'm so sorry, Cheryl. I must have freaked out."
Cheryl,"Oh, thank god, it's not Mitzi. It's just a rat."
Rachel,I did it! Oh! I finished it! I did it all by myself! And there's nobody to hug!
Gunther,Move!
Rachel,"Hey! Hey, you guys, I finished the crossword all by myself! Hug me!"
Phoebe,Uh... yay!
Rachel,Thanks!
Monica,"Oh, that's great! Congratulations!"
Rachel,"Thank you! Hey, how'd the catering go?"
Monica,"Oh, it was great! The widow wouldn't pay, so Phoebe yelled at her 'til she did."
Phoebe,Yeah. I'm a hard ass.
Monica,And I'm a wuss. And we should be partners.
Phoebe,Yeah. Hard Ass and Wuss. We could fight crime!
Monica,"Wait a minute, Phoebe! We should be partners. We should be catering partners. I mean, think about it! You're not working right now, and we have such a great time together!"
Phoebe,Okay!
Monica,I can cook and you can take care of the money.
Phoebe,Yeah. Oh! It'll be like I have a wife in the fifties!
Both,Aah!
Joey,Hey!
Chandler,"Hey, how'd it go? How'd she like the gift?"
Joey,"Oh, man, she loved it! She's over there showing Monica and Rachel right now."
Chandler,Oh yeah? That's great!
Joey,"Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!"
Chandler,"[nodding, with mixed feelings] Aahhuuhhh...."
Kathy,Hey.
Joey,Hey!
Chandler,Hey! Happy birthday.
Kathy,Thank you!
Joey,"You know, uh... [Joey moves the pen case out onto the counter.] Chandler got you a gift, too."
Chandler,No he didn't. [Moving it back.]
Joey,"Yeah, he did, look... look, it's right there on the counter! Ha-ho-ho!"
Chandler,Happy birthday! I'm sorry.
Kathy,You really didn't have to.  Wow.
Chandler,"See, you think it's just a pen, but then you turn it over and it's also a clock."
Kathy,"Yeah. No, this is great. Thank you, Chandler. ."
Chandler,"Oh, yeah... yeah."
Joey,Ah. Hm.  Wanna go to bed?
Kathy,I'll be in in a minute.
Joey,"Oh, uh... don't forget your coupon. ."
Chandler,[to Kathy] Goodnight.
Kathy,"Um, thank you for the gift."
Chandler,"Oh, uh, yeah... I just knew that sometimes when you're writing, you... you don't always know the exact time."
Kathy,"No, I... I didn't mean the pen. Thank you for the book."
Chandler,"Uh, the book?"
Kathy,The Velveteen Rabbit. I kinda have the feeling you had something to do with it.
Chandler,What do you mean?
Kathy,"Well, uh, when Joey gave it to me, he said, ""This is 'cause I know ya like Rabbits, and I know ya like cheese."" Thanks. I love it. And I know how hard it must have been for you to find."
Chandler,"Uhl..ell. By the way, in case you missed that, that sound was, ""Uhl, ell."""
Kathy,You must really like... Joey... to go to all that trouble for him.
Chandler,"Oh, yeah, he's my... he's my best friend."
Kathy,Well....
Chandler,Goodnight.
Joey,"Hey, that coupon expires, you know."
Monica,"Hi. Uh, you... you don't know me, I'm Monica Geller... Ross's sister."
Cheryl,"Oh, yeah. Oh, you know, that's too bad that didn't work out."
Monica,"Yeah. Anyway, he told me about your apartment. And, um, I couldn't sleep, thinking about it. So, uh, would it be okay if I cleaned it?"
Monica,No?
