Rachel,"Phoebe, I’m going to Ross’s wedding because he is my ex-boyfriend and that would be really uncomfortable. Not because, I’m still in love with him! I mean, hey, y’know, I like Ross as much as the next guy, y’know? Clearly I have feelings for him, but feelings don’t mean love! I mean, I still have loving feelings for Ross. Yeah! But, I have, I have continuing feelings of love, but that doesn’t mean that-that I’m still in love with him. Y’know? I-I have sexual feelings for him, but I do love him—Ohh! Oh my God! Oh my—why didn’t you tell me?!!"
Phoebe,We thought you knew!
Rachel,We?!
Phoebe,"Yeah, we all know! We talk about it all the time!"
Rachel,You all know? Does Ross know?
Phoebe,"Oh no, Ross doesn’t know anything."
Rachel,"Oh, I can not believe you didn’t tell me!"
Phoebe,"Well, because we thought you knew!! It’s so obvious! God, that would be like telling Monica, ""Hey, you like things clean."""
Joey,Hey!
The Vendor,"So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards..."
Joey,Check this out? Huh?  Yeah. That’s the stuff. What do you think?
Chandler,"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore."
Joey,"Well, I like it. Here you go."
Chandler,"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?"
Joey,"Oh, I embarrass you?"
Chandler,How can I answer that when I’m pretending I don’t know you?
The Vendor,He’s just jealous. You’ll fit right in; all Londoners wear them!
Chandler,Oh really? Then how come no one here is wearing them?
The Vendor,They’re all tourists.
Chandler,"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself."
Joey,Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.
The Vendor,Good choice.
Joey,Thanks.
Chandler,"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!"
Emily,Hello?
Ross,"Hey! I just spoke to your dad, and you know what? He seems to think we’ll be able to find a new place for the wedding."
Emily,We don’t have to.
Ross,Whoa-whoa-what? You found a place?
Emily,"No. But, Monica and I were talking, and-and I was so upset about the hall being knocked down, and she suggested that we put the wedding off for a bit."
Ross,She said what?
Emily,"She said, ""If I’m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it."""
Ross,"Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?  This isn’t right."
Emily,"I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right."
Ross,I can’t ask people to do that? Would you ask people to do that?
Emily,"Don’t you point your pants at me!  We have no choice! Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand? This is our wedding I’m talking about."
Ross,The only thing I understand is; postponing it is not an option. This is when we’re getting married.
Emily,So what are you saying? It’s now or never?
Ross,No. I’m saying it’s now.
Emily,Or?
Ross,There’s no ‘or’ in mind. What is wrong with these pants?!!
Emily,"It’s not the pants. It’s you that is backwards. And if, and if you don’t understand how important this is to me, well then, perhaps we shouldn’t get married at all!"
Ross,"No, wait! Emily! No, wait, stop! Emily, please—"
Phoebe,Hey!
Rachel,Hi.
Phoebe,"So, did shopping make you feel any better about Ross?"
Rachel,Manhattan does not have enough stores.
Phoebe,"Well, I think I can help you get over him."
Rachel,You can?
Phoebe,Yeah. I just need you to bring me some photos of Ross.
Rachel,Um-hmm.
Phoebe,And a small piece of chocolate.
Rachel,Okay.
Phoebe,And a glass of tepid water.
Rachel,"Ooh, is this one of those things where you throw it in a bag with some graveyard dirt and hang it from a north-facing tree?"
Phoebe,"Uh, only if you have the hiccups too. Yeah, the pictures are for you, the water and the chocolate is for me. I just didn’t feel like getting up. Okay, I’m gonna show you a picture of Ross. Okay? And you’re going to remember all of the bad things about him. All right? Really focus on his flaws."
Rachel,I can do that. I certainly did it when we were going out.
Phoebe,"Okay. Umm, before we get started, I just wanna say for the record that I love Ross, I think he’s such a great guy. Here.  Okay, now, close your eyes. And imagine that you’re with Ross okay and imagine that you’re kissing him. And you’re-you’re running your hands all over his body. And then you run your hands through his hair, but eew-oh gross it’s some kind of grease, it’s—uck! Hah?"
Rachel,"I don’t know, his uh, his hair never really bothered me that much, and y’know it was always more crunchy than it was greasy."
Phoebe,"Okay, this is going to be harder than I thought. Umm, let’s try some uh, aversion therapy."
Rachel,Okay.
Phoebe,Okay?
Rachel,All right.
Phoebe,"So uh, now look at the picture…"
Rachel,Okay.
Phoebe,"All right, and umm…"
Rachel,Ow!
Phoebe,"Okay, how do you feel now?"
Rachel,"Well, I like you less!"
Joey,Hey.
Chandler,Hey.
Joey,Oh.  Sorry!
Chandler,"No-no-no, y’know what? I really shouldn’t have said that you were embarrassing me, I mean that really wasn’t cool. And if it makes you feel any better, I’ve had a really lousy day."
Joey,Me too.
Chandler,Yeah?
Joey,"Noo!! I’ve had the best day ever! Dude, check this out!"
Monica,Hey!
Joey,Sh-shh-shh!
Joey,"Okay, so say hi to my friend and tell him that you like the hat."
Fergie,"Okay, so umm, what’s your friend’s name?"
Joey,"Oh, Chandler."
Fergie,Hi Chandler!
Chandler,That’s… That’s was…
Monica,Oh my God!
Joey,That’s Fergie baby!!
Fergie,"Joey says you don’t really like his hat, but I think it’s kinda dashing."
Chandler,How did you? How? How?
Joey,"Well, I was trying to figure out how to get to Buckingham Palace, right? So, I’m in my map and-and… Hey!"
Monica,Hey!
Ross,Hi. I understand you had a little talk with Emily.
Monica,"Yes, I did! And you are welcome!"
Ross,Am I?! And was it your idea to postpone the wedding?!
Monica,Umm…
Chandler,I’m gonna go to the bathroom.
Joey,Wait up!
Ross,"Hey-hey, since you’re the ‘fix-it’ lady, here’s a pickle, what do you do when the bride says she doesn’t want to have the wedding at all?"
Monica,She said that?!
Ross,Yeah.
Monica,Why?!
Ross,"I don’t know, I told her it was stupid to put off the wedding just because the hall was gone and she liked flipped out."
Monica,Oh my God. You’re even dumber than I am!
Ross,Excuse me?
Monica,"Ross, how long have you been planning this wedding?"
Ross,I don’t know. A month?
Monica,"Emily has probably been planning it since she was five! Ever since the first time she took a pillowcase and hung it off the back of her head. That’s what we did! We dreamed about the perfect wedding, and the perfect place, with the perfect four-tiered wedding cake , with the little people on top.  Thanks. But the most important part is that we had the perfect guy who understood just how important all that other stuff was."
Ross,"I had no idea. And that-that pillowcase thing, I thought you guys were just doing the flying nun."
Monica,Sometimes we were.
Ross,Come on. You gotta help me figure out what to do. Okay?
Monica,Okay.
Ross,Come on.
Chandler,That was pretty intense huh?
Joey,"Yeah.  Hey, I hope Ross didn’t think that we just went in there because we were uncomfortable being out here!"
Chandler,I hope he did!
Phoebe,Hello.
Joey,"Hey, Pheebs! It’s Joey!"
Phoebe,"Hey, Joey! Hey! Ooh! Ooh! I just say someone on the—that looks just like you on the subway. And I was gonna go over and say ‘hi!’ but then I figured, he doesn’t care if he looks like you."
Joey,"That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?"
Phoebe,"Ohh, they’re having a great time with their Aunt Phoebe! Aunt Rachel hasn’t been helpful at all. So, do you miss me?"
Joey,"Kinda, but I’ve just been having way too much fun."
Phoebe,So you’re not homesick yet?
Joey,"No, I don’t think so."
Phoebe,"All right, the seven of us miss you."
Joey,Who’s seven?
Phoebe,"Y’know, me, Rachel, the birds, the babies…"
Joey,"Ahh, the babies miss me?"
Phoebe,"Ooh, the pizza guy’s here!"
Joey,What? You ordered pizza without me?!
Phoebe,"Yeah. But y’know we were thinking about you, y’know we ordered the Joey Special."
Joey,Two pizzas?!
Phoebe,"Yep! Okay, gotta go, talk to you later."
Joey,"Wait, well, where did you get it from?!"
Emily,"Monica, why have you brought me here of all places?!"
Monica,You’ll see.
Emily,"I tell you, this wedding is not going to happen."
Emily,Oh God.
Ross,"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles…"
Monica,"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go."
Ross,"But-but, if you don’t love this, we’ll do it in any other place at any other time. Really, it’s fine, whatever you want."
Emily,It’s perfect.
Ross,"And, I don’t know, if it starts to rain…"
Emily,Well then we’ll get wet.
Monica,Ohh. And I don’t even have a date.
Rachel,Pheebs?
Phoebe,Yeah?
Rachel,Do you remember where the duck food is?
Phoebe,"Yeah, it’s in the guys’ apartment under the sink. Why?"
Rachel,Because I’m going to London.
Phoebe,What?! What do you mean you’re going to London?
Rachel,"Yeah, I have to tell Ross that I love him. Now honey, you take care, you don’t have those babies until I get back."
Phoebe,"I—Rachel, you can’t go! Ross loves Emily!"
Rachel,"Yeah, I know, I know, I know he does. But I have to tell him how I feel! He deserves to have all the information and then he can make an informed decision."
Phoebe,"That’s not why you’re going! You’re going because you hope he’s gonna say, ""Yeah, I love you too, Rach. Forget that British chippy."""
Rachel,Ohh—Do you think he will?!
Phoebe,"No! Because he’s in love with the British chippy! Look, Rachel, if you go, you’re just gonna mess with his head and ruin his wedding! Y’know, it’s too late! You missed you’re chance! I’m sorry, I know this must be really hard, it’s over."
Rachel,"Y’know what? No. It’s not over until someone says, ""I do."""
Phoebe,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter."
Housekeeper,The Waltham Residence.
Phoebe,Oh...yes..is this..umm..Emily’s Parents’ house.
Housekeeper,"This is the housekeeper speaking. And by the way, young lady, that is not how one addresses oneself on the telephone. First one identifies oneself and then asks for the person with whom one wishes to speak."
Phoebe,"This is Phoebe Buffay. I was wondering, please, if-if it’s not too much trouble, please, umm, might I speak to Miss Emily Waltham, please?"
Housekeeper,"Miss Waltham, is at the rehearsal dinner and it’s not polite to make fun of people. Goodbye."
Phoebe,"No no no, I’ll be nice, I swear!!! Could you just give me the number for where they are?"
Housekeeper,"I’m afraid, I’m not at liberty to divulge that information."
Phoebe,"Ok, somebody is on their way to ruin wedding okay. And I have to warn somebody, alright. So if you don’t give me that number then I’m going to come over there and kick your snooty ass all the way to New Glocken..shire."
Housekeeper,Hangs up.
Phoebe,"Hello, Hello. Ohh, OHH, she knew I could kick her ass."
Monica,Hey.
Ross,Hi. Mom. Dad.
Mrs. Geller,"Sweetheart. Oh sorry were late, my fault, I insisted on riding the tube."
Mr. Geller,"Judy, the kids.."
Mrs. Geller,"Jack, that’s what they call the subway."
Mr. Geller,"Ohh, I thought that you...."
Ross and Monica,"Dad, dad. We got it!! We Got It!!!"
Emily,"Ohh, here comes my dad and stepmum. Mister and Misses Geller, this is Steven and Andrea Waltham."
Mr. Waltham,"Hello. Hello. How do you do? How do you do? Very nice to meet you.  Darling it’s the Gellers.   Darling, it’s the Gellers.  She’s very self-absorbed, you know. I should never have married her."
Mrs. Waltham,"Sorry, what?"
Mr. Waltham,It’s the Gellers!
Mrs. Waltham,Where?
Mr. Waltham,Well there’s one  and there’s another .
Mrs. Waltham,Lovely to meet you.
Mr. Waltham,Terribly nice of you to offer to pay for half the wedding.
Mr. Geller,"Ohh forget it. Too hell with tradition, we’re happy to do it."
Mrs. Geller,"We know how expensive weddings can be, besides this may be the only wedding we get to throw ."
Monica,"Ha ha, a joke that’s funny in all countries."
Waiter,Sir?
Joey,What’s in it?
Waiter,"Goat cheese, water chestnuts, and panchetta."
Joey,"That’s not food...No, I don’t, no... Everything's different here...I want to go home. I...I miss my family. I miss the coffee house. I can’t even remember what Phoebe looks like."
Chandler,"Joey, it’s been three days, okay.. Your just a little homesick, Okay. Would you just try to relax. Just, just try to enjoy yourself."
Joey,Your different here too. Your mean in England.
Mr. Geller,What the hell!!!
Ross,"what’s up, Dad?"
Mr. Geller,This bill for my half of the wedding. it’s insane.
Mrs. Geller,How could it be so much? The receptions at their house.
Mr. Geller,"Flowers, liquor, recarpet first floor. New guest bath, landscaping. I’m paying to remodel this guys house.  I’m going to give that son on a bitch, a piece of my mind."
Ross,"Dad, dad, please. Look I don’t want anything to upset Emily tonight. Alright, she's had a hard enough couple of days as it is.  Now here, here, let me go talk to him, okay?"
Mr. Geller,And you tell him no one takes advantage of the Gellers.
Mrs. Geller,"Ooh, Jack.... Sometimes I forget how powerful you can be."
Monica,And I’m going to go get drunk.
Rachel,"Ooh, ooh, ooh,ooh,ooh.  Hi."
Ticket Agent,Hello.
Rachel,"Hello. Umm, when is your next flight to London?"
Ticket Agent,There’s one leaving in thirty minutes.
Rachel,"Ohh, good."
Ticket Agent,And I do have one seat left.
Rachel,"Ohh, thank you, thank you, thank you."
Ticket Agent,The last minute fare on this ticket is twenty seven hundred dollars.
Rachel,"Ohh, I just don’t think I have enough left on my credit card."
Ticket Agent,Well you can split it with another credit card.
Rachel,"Ohh, okay, how about five.  Ohh, thank you."
Ticket Agent,I’m just going to need to see your passport.
Rachel,"Okay, you know what? I don’t have it, but I can tell you exactly where it is on my night stand, and...okay. But you know what? I have my drivers license and I have a twenty."
Ticket Agent,
Ross,"Look, face it, my father is not going to pay for the build-in barbecue and believe me you can kiss you gazebo goodbye. Now I might be able to get you the new lawn."
Mr. Waltham,"Ahh, then you have to give us the lawn ornaments."
Ross,"I go back there with lawn ornaments, he’s going to laugh in my face."
Mrs. Waltham,"This is ridiculous. I mean we had an agreement.  Will you say something, Steven?! Please!!!"
Mr. Waltham,Don’t take that tone with me.  All-all right you can.
Rachel,"Hi, Pheebs."
Phoebe,"Oh thank god. Oh, you changed your mind. Oh, look I know you probably want to be alone, and you don’t want to talk about it, that’s fine. I just want you to know, I think you are doing the right thing and..."
Rachel,"Bye, Pheebs."
Phoebe,Wait!! Where are you going?! What are you doing?! No!! Wait!!  God!! Why am I always pregnant when she does that?!
Chandler,"I’d like to toast, Ross and Emily. Of course, my big toast will be tomorrow at the wedding, so this is kind of my little toast or Melba toast, if you will.  Okay. I known Ross for a long time. In fact, I knew him when he was going out with his first girlfriend.  And I thought things were going to work out for him..Until the day he over inflated her.  Ohh, Dear God.."
Mrs. Waltham,"Hello, Waltham Interiors."
Phoebe,"Oh, hi, Mrs. Waltham. I need to speak with ether one of the best men, or Ross’s sister Monica."
Mrs. Waltham,Who is this?
Phoebe,"Oh, I’m Phoebe Buffay. I’m one of Ross’s best friends."
Mrs. Waltham,"Well, if you’re on e of Ross’s best friends, why aren’t you here?"
Phoebe,"Yeah, um, I can’t fly. I’m having my brother’s babies."
Mrs. Waltham,"Oh, am I on the radio?"
Phoebe,"No..umm, could I talk to one of them? It’s very very important."
Mrs. Waltham,"No, I’m bored with you now. I’m going to cut you off."
Phoebe,"Ohh! Okay, I’m going to have to kick her ass too."
Chandler,"And I’m sure we’re all very excited that Ross and Emily are getting married at Montgomery Hall. I mean to think, my friend getting married in Monty Hall.  Ohh, come on!! Monty Hall!! Lets make a Deal!! Come on, you people!! All right, forget it!! Congratulations, Ross and Emily."
Joey,"Hey, best man number two, Joey Tribbiani. Now I’m not good with the jokes like Chandler here. Boy...but ahh, I just want to say congratulation to the happy couple. I first met Ross in this coffee house back home...Home...New York City...Where everybody knows my name. Well anyway, I love you guys.  But not as much as I love America.  Could we please..go home now?"
Felicity,Are you going home? I was hoping to get to know you better.
Joey,"I’m not going anywhere, sweetheart."
Monica,I was laughing.
Chandler,Out loud?
Monica,Well I didn’t want everyone to think I was stupid.
Chandler,So how are you doing?
Monica,"My mother’s driving me crazy, but Ross is getting married. I’m happy.  I’m not going to let anything spoil that."
Drunk Man,I just want to say that Ross is a wonderful young man.
Monica,"Well, thanks, we like him."
Drunk Man,My god!! You must have been a teenage when you had him.
Mr. Geller,"There’s no way in hell, I’m paying for it."
Ross,"Look, were down to just one point. Could we please, maybe just settle it after the wedding."
Mr. Geller,"All-right fine, but I just want to say, I’m not paying for your wine cellar. You thieving, would be speaking German if it weren’t for us, cheap little man."
Chandler,"The guy was hammered, okay? There’s no way, you look like Ross’s mother."
Monica,Then why would he say it?
Chandler,Because he’s crazy. Okay? He came up to me earlier and thanked me for my very moving performance in Titanic.
Monica,"Oh, my mother’s right. I’m never going to get married."
Chandler,"Ahh, you know what? That is....Who wouldn’t want you?"
Monica,"Ohh, Please?! I’m a single mom, with a thirty year old son!!"
Rachel,"Hi, I’m back. Listen, I need to..."
Ticket Agent,Hello.
Rachel,Hello. I need to get on the 11 o'clock flight.
Ticket Agent,Oh I’m afraid that plane has already pulled away from the gate.
Rachel,"Okay, you know what/ You’re going to have to call that plane and tell them to swing around and come and pick me up."
Ticket Agent,I can’t do that.
Rachel,"Sure, you know what? Come on, we’ll just tell them that there was like a problem with like the ""engine""."
Ticket Agent,"I’m afraid I’m going to have to ask you to step aside, Miss."
Rachel,"Look, If I don’t get to London!! He is going to marry that other girl!!!"
Ticket Agent,I can’t imagine why.
Rachel,"All right, you know what? I am not leaving here, until you call that plane back!!"
Ross,I’m getting married today!! Whoo-hoo!!
Chandler,"Morning, Ross."
Ross,"I’m getting married, to..day!!"
Chandler,Yeah you are!!
Ross,"Ahh, whoo-hoo!!(He runs back out the door."
Monica,Do you think he knew I was here?
Chandler,Well I’ve-I’ve never done that with you before.
Monica,Nope.
Chandler,"So, ahh, how are ya? How ya...How ya... You okay?"
Monica,"Yep, yep...You?"
Chandler,"Yes...Yes..Uh-huh, You? We did you."
Monica,Well...I’d better get going.
Chandler,"Oh yea yea, absolutely."
Monica,Could you not look?
Chandler,I don’t want to look.
Rachel,Ohhh.
Passenger,"Ahh, ahh, excuse me."
Rachel,Yeah?
Passenger,If you’re planning on doing that throughout the entire flight. Please tell me now. So that I could that a sedative...or perhaps slip you one.
Rachel,"Oh. I’m sorry. I’m very sorry. Sorry.  It’s just, I’m ahh, I’m kinda excited. I’m, ahh, going to London to ahh, tell this guy that I love him and..."
Joey,Hello?
Phoebe,"Hey, were the hell have you been?!"
Joey,Hey. I spent the night out. I met this cute bridesmaid. She is so...
Phoebe,I don’t want to hear about her!!
Joey,"Ahh Pheebs, you know you’re still my number one girl."
Phoebe,"No! No, we have an emergency. Okay? Rachel’s coming to London."
Joey,Ohh great!!!
Phoebe,"No it’s not great. No, she’s coming to tell Ross that she loves him."
Joey,"But, he loves Emily?"
Phoebe,I KNOW THAT!!! You have to stop her!! She’s going to ruin the wedding!!
Joey,Okay.
Phoebe,"All right, so, okay..."
Joey,Hold on. Hold on.  Rachel coming. Do...Something.
Phoebe,"Okay, so I’m done my part, okay. It’s your responsibility now, okay. The burden is off me, right?"
Joey,Right!
Phoebe,So tell me about this girl?
Joey,Hey.
Chandler,Hey.
Joey,Have you seen Monica?
Chandler,I’m not seeing Monica.
Joey,What?
Chandler,What?
Joey,Look we’ve got to find her. Phoebe just called!! Rachel’s coming to tell Ross she loves him!!
Chandler,Oh my god!
Joey,I know! That’s why we got to find Monica!! You know where she is?
Chandler,No!! Okay!! What’s with the third degree?! Why don’t you just shine a light in my eyes?!
Rachel,"...And so then I realized. All this stuff I had been doing. proposing to Joshua, lying to Ross about why I couldn’t come to the wedding. Was all just a way of..."
Passenger,"Oh, oh oh!! I’m sorry, can I interrupt? You know I just want to say..That you are a horrible, horrible person."
Rachel,"Ehh, pardon me?"
Passenger,"You say you love this man, yet you’re about to ruin the happiest day of his life. I’m afraid I have to agree with you friend Pheebs.. This is a..this is a...terrible, terrible plan."
Rachel,But he has to know how I feel!
Passenger,But why? He loves this...this Emily person. No good can come of this.
Rachel,Well I-I think your wrong.
Passenger,"Oh-no.And by the way, it seems to be perfectly clear that you were on a break."
Mrs. Geller,Oh my God! It’s like a fairyland.
Mrs. Waltham,"I know, it’s horrible isn’t it?"
Monica,"Well, I love it. I only hope my wedding looks this good."
Mrs. Geller,I just hope...
Monica,You can let some of them go by!
Joey,"Pisst, Monica. Alright, we really need to start looking out for Rachel. I’ll cover the front door. You watch that big hole at the back of the building and I got Chandler covering Ross."
Monica,Why would I care where Chandler is? You know uhh...You know sometimes I don’t even like Chandler.
Joey,Okay.
Ross,I do. I do. I do.
Chandler,"Oh yea, your right. It’s the second one."
Ross,Really?
Felicity,Hello Joey.
Joey,"Hey, Felicity."
Felicity,"Umm, I thought about you all day."
Joey,Yeah.
Felicity,Um-hum. Talk New York to me again.
Joey,Fuggetaboutit.  How you doin?
Felicity,Mmm.
Joey,"Oh, yeah."
Mrs. Geller,There’s nothing to discuss. We’re not paying for your wine cellar.
Mr. Waltham,You-you have to meet me in the middle here.
Mr. Geller,"Hey, you keep pushing me on this, my foots going to meet the middle of your ass."
Ross,Dad!!
Emily,What-what’s going on?!
Ross,"Nothing, nothing. Everything's under control."
Mr. Waltham,"You want a piece of me, sir? Is that what your saying?  You want a piece of me?"
Ross,"Okay! Okay! That’s it!! Parents!! Parents!! Back away!! All right, this is our wedding day! From now on everyone gets along, and if I hear one more word. NO GRANDCHILDREN!  That’s right!!"
Mr. Geller,"Okay, okay."
Mr. Waltham,"Sorry old boy, sorry. Sorry. Sorry.  I could kill you with my thumb, you know."
Emily,What was all that about?
Ross,It was...This disagreement over... My god. You...you look beautiful.
Emily,Ohh... Oh! You were not meant to see me before the wedding. It’s bad luck.
Ross,"You know what, I think we’ve had all the bad luck we’re going to have."
Ross,My God. Rachel!  Your here. I can’t believe it.  What happen? Why are you here?
Rachel,Well I just came... I just needed to tell you... Congratulations.
Mrs. Waltham,"Hello, Waltham Interiors."
Phoebe,Mrs. Waltham. Hi. It’s Phoebe again.
Mrs. Waltham,Why?!
Phoebe,"Yea. Can I please, please, please talk to one of the best men? This is going to be the last time I promise."
Mrs. Waltham,Joey there’s a girl on the phone for you.
Joey,Ohh great!!  Hello.
Phoebe,Did you stop Rachel?
Joey,"No, but it’s okay. She just came in and gave him a hug, that it."
Phoebe,So nothing got ruined?
Joey,No.
Phoebe,"Oh that’s so great! Ohh, so what’s going on now?"
Joey,"Ah, I’m-I’m walking down the aisle...Still walking.  I’m about to pass the bridesmaid I hooked up with last night.  Hey!  I told her ""Hey."" And now I’m at the front with Ross. It’s Phoebe.  He looks pretty mad. Uh...I’d better go."
Phoebe,"No!! wait, wait, wait!! Oh please, hold it up so I can listen."
Chandler,What we did last night was....
Monica,Stupid.
Chandler,Totally crazy stupid.
Monica,What were we thinking?
Chandler,"I’m coming over tonight though, right?"
Monica,Oh yeah. Definitely.
Minister,"Friends. Family. We are gathered to celebrate here today the joyous union of Ross and Emily. May the happiness we share with them today be with them always. Now Emily, repeat after me. I, Emily..."
Emily,"I, Emily..."
Minster,Take thee Ross...
Emily,Take thee Ross...
Minster,"As my lawfully wedded husband, in sickness and in health, till death parts us."
Emily,"As my lawfully wedded husband, in sickness and in health, until death parts us."
Minster,"Now Ross, repeat after me. I Ross..."
Ross,I Ross...
Minister,"Take thee, Emily..."
Ross,"Take thee, Rachel... Emily.  Emily."
Minister,Uhh...Shall I go on?
