Ross,"I prefer not to answer that right now, I’m still carrying a little holiday weight."
Joey,"Y’know, when we talked about face to face, I don’t think we thought it all the way through."
Joey,Hey Pheebs!
Phoebe,Hey!
Joey,Check it out.  How much of a man am I?!
Phoebe,Wow! Nice! Manly and also kind of a slut.
Chandler,You’re turning into a woman.
Joey,No I’m not. Why would you say that? That’s just mean.
Chandler,Now I’ve upset you? What did I say?
Joey,"It’s not what you said. It’s the way you said it… Oh My God, I’m a woman!!!"
Joey,Great nap.
Ross,It really was.
Joey,"Uh me? Gay? No! No. No, but I have a number of close friends who are."
The Interviewer,"So, let’s talk about women. I’m sure our female readers will be interested to know about your romantic life."
Joey,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?"""
Phoebe,"Oh, please!"
Joey,"Hey, how you doin’?"
Joey,Hey! How you doin’?
Woman,He has the most amazing Porsche under there!
Joey,"I’d love to show ya, but I just tucked her in. She’s sleeping.  Hey uh, would you two girls like to go for a drink?"
Woman,"Hi, is Rachel here? I’m her sister."
Rachel,"Oh my God, Jill!"
Jill,"Oh my God, Rachel!"
Chandler,"Oh my God, introduce us!"
Rachel,This is Chandler.
Jill,Hi!
Rachel,And you know Monica and Ross!
Ross,Hi Jill.
Rachel,"And that’s Phoebe , and that’s Joey."
Joey,"Hey,  how you doin’?"
Rachel,Don’t!!
Janine,"No! I mean you're a really nice guy and I'm happy to be your roommate and your friend, I'm just y'know, I just don't feel that way about you."
Joey,"Oh! I see what happened. It's because I was trying to repel you. Right? Believe me, you'd feel a lot different if I turned it on."
Janine,I don't think so.
Joey,"Oh, I do.  How you doin?"
Janine,I'm okay.
Joey,What?!?! Oh dear God!
Joey,Not much to tell there I’m really shy.
The Interviewer,"So, that’s it. I guess that’s all I need. Thank you so much. I think they will be running this in the beginning of next month."
Joey,Oh great! Great! Thank you.
The Interviewer,Bye.
Joey,Bye-bye.  I did it!
Rachel,Yeah!
Ross,Amazing! Amazing!
The Interviewer,"Oh wait! I almost forgot. We have to ask everybody this. Other than Days of Our Lives, what’s your favorite soap opera?"
Joey,"Oh, I don’t watch soap operas. Excuse me, I have a life, y’know?"
The Interviewer,Thank you. The readers at Soap Opera Digest will be happy to hear that.
Joey,"Oh, good to know.  So close!"
Rachel,Wow! I can’t believe they didn’t put it in the part where you said you didn’t watch soap operas.
Joey,"Yeah, I called the lady about that. I told her I was just joking. She was pretty nice about that."
Monica,You slept with her didn’t you?
Joey,"Little bit, yeah."
Ross,Wow! This picture of you sure is steamy.
Joey,"Oh yeah, that’s just a little something for my huge gay fan base."
Ross,Did you just wink at me?
Joey,"Hey, you’re the one that loves the picture."
